Causa;Sexo;Edad;Periodo;Total muertes
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 15 a 19 años  ;2019;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 20 a 24 años;2019;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 25 a 29 años;2019;5
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 30 a 34 años;2019;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 35 a 39 años;2019;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 40 a 44 años;2019;8
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 45 a 49 años;2019;12
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 50 a 54 años;2019;15
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 55 a 59 años;2019;30
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 60 a 64 años;2019;25
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 65 a 69 años;2019;55
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 70 a 74 años  ;2019;67
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 75 a 79 años  ;2019;96
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 80 a 84 años  ;2019;118
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 85 a 89 años  ;2019;189
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 90 a 94 años  ;2019;167
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 95 y más años;2019;65
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De menos de 1 año;2019;7
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 1 a 4 años;2019;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 5 a 9 años;2019;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 10 a 14 años  ;2019;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 15 a 19 años  ;2019;2
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 20 a 24 años;2019;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 25 a 29 años;2019;2
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 30 a 34 años;2019;0
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 35 a 39 años;2019;6
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 40 a 44 años;2019;5
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 45 a 49 años;2019;7
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 50 a 54 años;2019;18
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 55 a 59 años;2019;20
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 60 a 64 años;2019;30
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 65 a 69 años;2019;30
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 70 a 74 años  ;2019;50
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 75 a 79 años  ;2019;74
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 80 a 84 años  ;2019;137
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 85 a 89 años  ;2019;265
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 90 a 94 años  ;2019;300
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 95 y más años;2019;175
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De menos de 1 año;2019;19
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 1 a 4 años;2019;12
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 5 a 9 años;2019;12
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 10 a 14 años  ;2019;5
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 15 a 19 años  ;2019;2
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 20 a 24 años;2019;5
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 25 a 29 años;2019;4
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 30 a 34 años;2019;3
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 35 a 39 años;2019;15
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 40 a 44 años;2019;25
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 45 a 49 años;2019;55
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 50 a 54 años;2019;95
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 55 a 59 años;2019;171
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 60 a 64 años;2019;272
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 65 a 69 años;2019;390
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 70 a 74 años  ;2019;569
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 75 a 79 años  ;2019;712
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 80 a 84 años  ;2019;1.045
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 85 a 89 años  ;2019;1.315
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 90 a 94 años  ;2019;878
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 95 y más años;2019;264
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De menos de 1 año;2019;18
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 1 a 4 años;2019;7
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 5 a 9 años;2019;3
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 10 a 14 años  ;2019;0
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 15 a 19 años  ;2019;4
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 20 a 24 años;2019;2
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 25 a 29 años;2019;3
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 30 a 34 años;2019;6
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 35 a 39 años;2019;13
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 40 a 44 años;2019;22
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 45 a 49 años;2019;21
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 50 a 54 años;2019;58
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 55 a 59 años;2019;73
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 60 a 64 años;2019;127
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 65 a 69 años;2019;206
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 70 a 74 años  ;2019;334
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 75 a 79 años  ;2019;641
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 80 a 84 años  ;2019;1.177
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 85 a 89 años  ;2019;1.998
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 90 a 94 años  ;2019;1.826
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 95 y más años;2019;944
Trastornos mentales y del comportamiento;Hombres;De menos de 1 año;2019;0
Trastornos mentales y del comportamiento;Hombres;De 1 a 4 años;2019;0
Trastornos mentales y del comportamiento;Hombres;De 5 a 9 años;2019;0
Trastornos mentales y del comportamiento;Hombres;De 10 a 14 años  ;2019;0
Trastornos mentales y del comportamiento;Hombres;De 15 a 19 años  ;2019;3
Trastornos mentales y del comportamiento;Hombres;De 20 a 24 años;2019;1
Trastornos mentales y del comportamiento;Hombres;De 25 a 29 años;2019;1
Trastornos mentales y del comportamiento;Hombres;De 30 a 34 años;2019;5
Trastornos mentales y del comportamiento;Hombres;De 35 a 39 años;2019;8
Trastornos mentales y del comportamiento;Hombres;De 40 a 44 años;2019;8
Trastornos mentales y del comportamiento;Hombres;De 45 a 49 años;2019;20
Trastornos mentales y del comportamiento;Hombres;De 50 a 54 años;2019;51
Trastornos mentales y del comportamiento;Hombres;De 55 a 59 años;2019;50
Trastornos mentales y del comportamiento;Hombres;De 60 a 64 años;2019;104
Trastornos mentales y del comportamiento;Hombres;De 65 a 69 años;2019;174
Trastornos mentales y del comportamiento;Hombres;De 70 a 74 años  ;2019;415
Trastornos mentales y del comportamiento;Hombres;De 75 a 79 años  ;2019;652
Trastornos mentales y del comportamiento;Hombres;De 80 a 84 años  ;2019;1.470
Trastornos mentales y del comportamiento;Hombres;De 85 a 89 años  ;2019;2.296
Trastornos mentales y del comportamiento;Hombres;De 90 a 94 años  ;2019;1.874
Trastornos mentales y del comportamiento;Hombres;De 95 y más años;2019;743
Trastornos mentales y del comportamiento;Mujeres;De menos de 1 año;2019;0
Trastornos mentales y del comportamiento;Mujeres;De 1 a 4 años;2019;0
Trastornos mentales y del comportamiento;Mujeres;De 5 a 9 años;2019;0
Trastornos mentales y del comportamiento;Mujeres;De 10 a 14 años  ;2019;0
Trastornos mentales y del comportamiento;Mujeres;De 15 a 19 años  ;2019;0
Trastornos mentales y del comportamiento;Mujeres;De 20 a 24 años;2019;1
Trastornos mentales y del comportamiento;Mujeres;De 25 a 29 años;2019;0
Trastornos mentales y del comportamiento;Mujeres;De 30 a 34 años;2019;2
Trastornos mentales y del comportamiento;Mujeres;De 35 a 39 años;2019;1
Trastornos mentales y del comportamiento;Mujeres;De 40 a 44 años;2019;4
Trastornos mentales y del comportamiento;Mujeres;De 45 a 49 años;2019;3
Trastornos mentales y del comportamiento;Mujeres;De 50 a 54 años;2019;10
Trastornos mentales y del comportamiento;Mujeres;De 55 a 59 años;2019;24
Trastornos mentales y del comportamiento;Mujeres;De 60 a 64 años;2019;33
Trastornos mentales y del comportamiento;Mujeres;De 65 a 69 años;2019;92
Trastornos mentales y del comportamiento;Mujeres;De 70 a 74 años  ;2019;270
Trastornos mentales y del comportamiento;Mujeres;De 75 a 79 años  ;2019;617
Trastornos mentales y del comportamiento;Mujeres;De 80 a 84 años  ;2019;1.759
Trastornos mentales y del comportamiento;Mujeres;De 85 a 89 años  ;2019;4.093
Trastornos mentales y del comportamiento;Mujeres;De 90 a 94 años  ;2019;4.952
Trastornos mentales y del comportamiento;Mujeres;De 95 y más años;2019;3.160
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De menos de 1 año;2019;16
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 1 a 4 años;2019;23
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 5 a 9 años;2019;13
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 10 a 14 años  ;2019;16
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 15 a 19 años  ;2019;17
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 20 a 24 años;2019;22
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 25 a 29 años;2019;12
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 30 a 34 años;2019;23
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 35 a 39 años;2019;43
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 40 a 44 años;2019;71
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 45 a 49 años;2019;116
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 50 a 54 años;2019;177
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 55 a 59 años;2019;247
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 60 a 64 años;2019;339
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 65 a 69 años;2019;592
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 70 a 74 años  ;2019;921
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 75 a 79 años  ;2019;1.397
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 80 a 84 años  ;2019;2.052
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 85 a 89 años  ;2019;2.537
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 90 a 94 años  ;2019;1.339
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 95 y más años;2019;315
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De menos de 1 año;2019;16
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 1 a 4 años;2019;8
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 5 a 9 años;2019;8
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 10 a 14 años  ;2019;16
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 15 a 19 años  ;2019;13
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 20 a 24 años;2019;15
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 25 a 29 años;2019;13
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 30 a 34 años;2019;15
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 35 a 39 años;2019;20
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 40 a 44 años;2019;49
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 45 a 49 años;2019;77
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 50 a 54 años;2019;114
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 55 a 59 años;2019;170
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 60 a 64 años;2019;264
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 65 a 69 años;2019;419
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 70 a 74 años  ;2019;763
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 75 a 79 años  ;2019;1.369
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 80 a 84 años  ;2019;2.705
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 85 a 89 años  ;2019;4.580
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 90 a 94 años  ;2019;3.703
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 95 y más años;2019;1.495
Enfermedades del sistema circulatorio;Hombres;De menos de 1 año;2019;11
Enfermedades del sistema circulatorio;Hombres;De 1 a 4 años;2019;8
Enfermedades del sistema circulatorio;Hombres;De 5 a 9 años;2019;6
Enfermedades del sistema circulatorio;Hombres;De 10 a 14 años  ;2019;8
Enfermedades del sistema circulatorio;Hombres;De 15 a 19 años  ;2019;13
Enfermedades del sistema circulatorio;Hombres;De 20 a 24 años;2019;28
Enfermedades del sistema circulatorio;Hombres;De 25 a 29 años;2019;37
Enfermedades del sistema circulatorio;Hombres;De 30 a 34 años;2019;87
Enfermedades del sistema circulatorio;Hombres;De 35 a 39 años;2019;183
Enfermedades del sistema circulatorio;Hombres;De 40 a 44 años;2019;390
Enfermedades del sistema circulatorio;Hombres;De 45 a 49 años;2019;790
Enfermedades del sistema circulatorio;Hombres;De 50 a 54 años;2019;1.577
Enfermedades del sistema circulatorio;Hombres;De 55 a 59 años;2019;2.137
Enfermedades del sistema circulatorio;Hombres;De 60 a 64 años;2019;2.790
Enfermedades del sistema circulatorio;Hombres;De 65 a 69 años;2019;3.506
Enfermedades del sistema circulatorio;Hombres;De 70 a 74 años  ;2019;5.057
Enfermedades del sistema circulatorio;Hombres;De 75 a 79 años  ;2019;6.263
Enfermedades del sistema circulatorio;Hombres;De 80 a 84 años  ;2019;8.895
Enfermedades del sistema circulatorio;Hombres;De 85 a 89 años  ;2019;11.831
Enfermedades del sistema circulatorio;Hombres;De 90 a 94 años  ;2019;7.894
Enfermedades del sistema circulatorio;Hombres;De 95 y más años;2019;3.000
Enfermedades del sistema circulatorio;Mujeres;De menos de 1 año;2019;9
Enfermedades del sistema circulatorio;Mujeres;De 1 a 4 años;2019;6
Enfermedades del sistema circulatorio;Mujeres;De 5 a 9 años;2019;1
Enfermedades del sistema circulatorio;Mujeres;De 10 a 14 años  ;2019;8
Enfermedades del sistema circulatorio;Mujeres;De 15 a 19 años  ;2019;5
Enfermedades del sistema circulatorio;Mujeres;De 20 a 24 años;2019;13
Enfermedades del sistema circulatorio;Mujeres;De 25 a 29 años;2019;20
Enfermedades del sistema circulatorio;Mujeres;De 30 a 34 años;2019;37
Enfermedades del sistema circulatorio;Mujeres;De 35 a 39 años;2019;61
Enfermedades del sistema circulatorio;Mujeres;De 40 a 44 años;2019;148
Enfermedades del sistema circulatorio;Mujeres;De 45 a 49 años;2019;244
Enfermedades del sistema circulatorio;Mujeres;De 50 a 54 años;2019;412
Enfermedades del sistema circulatorio;Mujeres;De 55 a 59 años;2019;657
Enfermedades del sistema circulatorio;Mujeres;De 60 a 64 años;2019;952
Enfermedades del sistema circulatorio;Mujeres;De 65 a 69 años;2019;1.379
Enfermedades del sistema circulatorio;Mujeres;De 70 a 74 años  ;2019;2.473
Enfermedades del sistema circulatorio;Mujeres;De 75 a 79 años  ;2019;4.285
Enfermedades del sistema circulatorio;Mujeres;De 80 a 84 años  ;2019;9.149
Enfermedades del sistema circulatorio;Mujeres;De 85 a 89 años  ;2019;16.429
Enfermedades del sistema circulatorio;Mujeres;De 90 a 94 años  ;2019;16.450
Enfermedades del sistema circulatorio;Mujeres;De 95 y más años;2019;9.366
Enfermedades del sistema respiratorio;Hombres;De menos de 1 año;2019;10
Enfermedades del sistema respiratorio;Hombres;De 1 a 4 años;2019;3
Enfermedades del sistema respiratorio;Hombres;De 5 a 9 años;2019;1
Enfermedades del sistema respiratorio;Hombres;De 10 a 14 años  ;2019;5
Enfermedades del sistema respiratorio;Hombres;De 15 a 19 años  ;2019;10
Enfermedades del sistema respiratorio;Hombres;De 20 a 24 años;2019;15
Enfermedades del sistema respiratorio;Hombres;De 25 a 29 años;2019;29
Enfermedades del sistema respiratorio;Hombres;De 30 a 34 años;2019;48
Enfermedades del sistema respiratorio;Hombres;De 35 a 39 años;2019;72
Enfermedades del sistema respiratorio;Hombres;De 40 a 44 años;2019;109
Enfermedades del sistema respiratorio;Hombres;De 45 a 49 años;2019;214
Enfermedades del sistema respiratorio;Hombres;De 50 a 54 años;2019;361
Enfermedades del sistema respiratorio;Hombres;De 55 a 59 años;2019;552
Enfermedades del sistema respiratorio;Hombres;De 60 a 64 años;2019;792
Enfermedades del sistema respiratorio;Hombres;De 65 a 69 años;2019;1.224
Enfermedades del sistema respiratorio;Hombres;De 70 a 74 años  ;2019;2.160
Enfermedades del sistema respiratorio;Hombres;De 75 a 79 años  ;2019;3.009
Enfermedades del sistema respiratorio;Hombres;De 80 a 84 años  ;2019;4.880
Enfermedades del sistema respiratorio;Hombres;De 85 a 89 años  ;2019;6.475
Enfermedades del sistema respiratorio;Hombres;De 90 a 94 años  ;2019;4.555
Enfermedades del sistema respiratorio;Hombres;De 95 y más años;2019;1.786
Enfermedades del sistema respiratorio;Mujeres;De menos de 1 año;2019;5
Enfermedades del sistema respiratorio;Mujeres;De 1 a 4 años;2019;6
Enfermedades del sistema respiratorio;Mujeres;De 5 a 9 años;2019;1
Enfermedades del sistema respiratorio;Mujeres;De 10 a 14 años  ;2019;4
Enfermedades del sistema respiratorio;Mujeres;De 15 a 19 años  ;2019;6
Enfermedades del sistema respiratorio;Mujeres;De 20 a 24 años;2019;12
Enfermedades del sistema respiratorio;Mujeres;De 25 a 29 años;2019;11
Enfermedades del sistema respiratorio;Mujeres;De 30 a 34 años;2019;16
Enfermedades del sistema respiratorio;Mujeres;De 35 a 39 años;2019;31
Enfermedades del sistema respiratorio;Mujeres;De 40 a 44 años;2019;55
Enfermedades del sistema respiratorio;Mujeres;De 45 a 49 años;2019;93
Enfermedades del sistema respiratorio;Mujeres;De 50 a 54 años;2019;119
Enfermedades del sistema respiratorio;Mujeres;De 55 a 59 años;2019;239
Enfermedades del sistema respiratorio;Mujeres;De 60 a 64 años;2019;354
Enfermedades del sistema respiratorio;Mujeres;De 65 a 69 años;2019;523
Enfermedades del sistema respiratorio;Mujeres;De 70 a 74 años  ;2019;877
Enfermedades del sistema respiratorio;Mujeres;De 75 a 79 años  ;2019;1.406
Enfermedades del sistema respiratorio;Mujeres;De 80 a 84 años  ;2019;2.984
Enfermedades del sistema respiratorio;Mujeres;De 85 a 89 años  ;2019;5.484
Enfermedades del sistema respiratorio;Mujeres;De 90 a 94 años  ;2019;5.743
Enfermedades del sistema respiratorio;Mujeres;De 95 y más años;2019;3.402
Enfermedades del sistema digestivo;Hombres;De menos de 1 año;2019;3
Enfermedades del sistema digestivo;Hombres;De 1 a 4 años;2019;4
Enfermedades del sistema digestivo;Hombres;De 5 a 9 años;2019;1
Enfermedades del sistema digestivo;Hombres;De 10 a 14 años  ;2019;3
Enfermedades del sistema digestivo;Hombres;De 15 a 19 años  ;2019;3
Enfermedades del sistema digestivo;Hombres;De 20 a 24 años;2019;5
Enfermedades del sistema digestivo;Hombres;De 25 a 29 años;2019;5
Enfermedades del sistema digestivo;Hombres;De 30 a 34 años;2019;23
Enfermedades del sistema digestivo;Hombres;De 35 a 39 años;2019;49
Enfermedades del sistema digestivo;Hombres;De 40 a 44 años;2019;92
Enfermedades del sistema digestivo;Hombres;De 45 a 49 años;2019;273
Enfermedades del sistema digestivo;Hombres;De 50 a 54 años;2019;570
Enfermedades del sistema digestivo;Hombres;De 55 a 59 años;2019;775
Enfermedades del sistema digestivo;Hombres;De 60 a 64 años;2019;862
Enfermedades del sistema digestivo;Hombres;De 65 a 69 años;2019;966
Enfermedades del sistema digestivo;Hombres;De 70 a 74 años  ;2019;1.177
Enfermedades del sistema digestivo;Hombres;De 75 a 79 años  ;2019;1.380
Enfermedades del sistema digestivo;Hombres;De 80 a 84 años  ;2019;1.662
Enfermedades del sistema digestivo;Hombres;De 85 a 89 años  ;2019;1.976
Enfermedades del sistema digestivo;Hombres;De 90 a 94 años  ;2019;1.201
Enfermedades del sistema digestivo;Hombres;De 95 y más años;2019;416
Enfermedades del sistema digestivo;Mujeres;De menos de 1 año;2019;1
Enfermedades del sistema digestivo;Mujeres;De 1 a 4 años;2019;2
Enfermedades del sistema digestivo;Mujeres;De 5 a 9 años;2019;1
Enfermedades del sistema digestivo;Mujeres;De 10 a 14 años  ;2019;1
Enfermedades del sistema digestivo;Mujeres;De 15 a 19 años  ;2019;2
Enfermedades del sistema digestivo;Mujeres;De 20 a 24 años;2019;2
Enfermedades del sistema digestivo;Mujeres;De 25 a 29 años;2019;4
Enfermedades del sistema digestivo;Mujeres;De 30 a 34 años;2019;11
Enfermedades del sistema digestivo;Mujeres;De 35 a 39 años;2019;25
Enfermedades del sistema digestivo;Mujeres;De 40 a 44 años;2019;38
Enfermedades del sistema digestivo;Mujeres;De 45 a 49 años;2019;100
Enfermedades del sistema digestivo;Mujeres;De 50 a 54 años;2019;174
Enfermedades del sistema digestivo;Mujeres;De 55 a 59 años;2019;229
Enfermedades del sistema digestivo;Mujeres;De 60 a 64 años;2019;285
Enfermedades del sistema digestivo;Mujeres;De 65 a 69 años;2019;346
Enfermedades del sistema digestivo;Mujeres;De 70 a 74 años  ;2019;649
Enfermedades del sistema digestivo;Mujeres;De 75 a 79 años  ;2019;955
Enfermedades del sistema digestivo;Mujeres;De 80 a 84 años  ;2019;1.688
Enfermedades del sistema digestivo;Mujeres;De 85 a 89 años  ;2019;2.683
Enfermedades del sistema digestivo;Mujeres;De 90 a 94 años  ;2019;2.259
Enfermedades del sistema digestivo;Mujeres;De 95 y más años;2019;1.137
Enfermedades de la piel y del tejido subcutáneo;Hombres;De menos de 1 año;2019;0
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 1 a 4 años;2019;0
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 5 a 9 años;2019;0
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 10 a 14 años  ;2019;1
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 15 a 19 años  ;2019;0
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 20 a 24 años;2019;0
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 25 a 29 años;2019;0
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 30 a 34 años;2019;0
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 35 a 39 años;2019;1
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 40 a 44 años;2019;0
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 45 a 49 años;2019;2
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 50 a 54 años;2019;8
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 55 a 59 años;2019;14
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 60 a 64 años;2019;14
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 65 a 69 años;2019;27
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 70 a 74 años  ;2019;43
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 75 a 79 años  ;2019;76
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 80 a 84 años  ;2019;121
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 85 a 89 años  ;2019;170
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 90 a 94 años  ;2019;117
Enfermedades de la piel y del tejido subcutáneo;Hombres;De 95 y más años;2019;35
Enfermedades de la piel y del tejido subcutáneo;Mujeres;De menos de 1 año;2019;0
